,duration1,duration2,duration3,duration4,duration5,duration6,duration7,duration8,duration21,duration9,duration10,duration27,duration13,duration14,duration24,duration11,duration12,duration15,duration16,duration18,duration17,duration19,duration20,duration22,duration23,duration25,duration26,duration28,duration29,duration30,duration31,duration32,duration33,baseline_duration,actual_duration
42,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
43,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
44,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
45,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
46,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
47,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
48,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
49,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
50,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
51,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
52,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
53,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
54,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
55,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
56,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
57,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
58,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
59,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
60,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
61,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
62,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
63,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
64,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
65,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
66,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
67,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
68,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
69,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
70,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
71,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
72,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
73,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
74,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
75,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
76,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
77,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
78,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
79,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
80,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
81,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
82,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
83,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
84,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
85,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
86,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
87,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
88,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
89,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
90,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
91,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
92,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
93,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
94,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
95,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
96,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
97,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
98,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
99,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
100,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
101,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
102,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
103,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
104,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
105,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
106,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
107,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
108,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
109,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
110,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
111,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
112,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
113,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
114,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
115,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
116,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
117,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
118,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
119,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
120,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
121,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
122,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
123,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
124,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
125,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
126,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
127,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
128,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
129,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
130,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
131,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
132,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
133,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
134,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
135,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
136,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
137,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
138,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
139,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
140,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
141,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
142,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
143,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
144,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
145,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
146,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
147,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
148,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
149,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
150,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
151,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
152,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
153,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
154,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
155,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
156,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
157,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
158,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
159,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
160,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
161,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
162,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
163,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
164,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
165,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
166,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
167,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
168,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
169,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
170,0,59,339,12,22,242,209,190,78,249,102,344,426,13,87,18,74,22,28,21,28,15,11,29,13,11,21,19,11,17,16,8,0,1107.6000000000001,1477
