duration1_change_%,duration2_change_%,duration3_change_%,duration4_change_%,duration5_change_%,duration6_change_%,duration7_change_%,duration8_change_%,duration9_change_%,duration10_change_%,duration11_change_%,duration12_change_%,duration13_change_%,duration14_change_%,duration15_change_%,cost_change_%,delay,subrogate_model,method,proximity,diversity,sparsity
0.723710817727852,-0.6744284652836717,-2.8551241290527876,-3.0097429125994832,5.5026057563542805,-0.7844589885963162,7.012240061698639,3.1853633152456373,-5.0427510845118855,-7.555440507029217,-2.1762707816841256,0.39531797629784776,-0.9204000507879552,-2.583034011291901,1.4488855108682477,-14.855752376954015,0.0,GradientBoosting,Genetic,0.5,1.0,0.2
0.05203270645311488,-6.561325320613233,1.4974759578941712,-0.3542507230791625,0.07056954652851016,-0.25261453383588056,4.927903185102107,-1.9330464550483373,3.5182032500131055,0.13867764787664566,-3.4210514791781867,-11.890873530926577,-0.5540575056476179,0.743238923126105,0.8946282662654478,-12.060926684249752,0.0,TensorFLow,gradient,0.5,1.0,1 linear
1.6987639033844295,-3.340541038129778,1.1103094817203734,0.88031520726342,3.0523462342590766,3.165057624677192,2.1444938964233846,0.6060409915029855,5.018452076797325,1.8567270854749456,-0.35932500366537,-7.414204080251137,-3.7548157143186844,-4.055255543225169,-0.6338936895225746,-9.120264745141867,0.0,GradientBoosting,Genetic,0.5,1.0,1
1.2278144143475496,1.0772652103267335,3.735792026299471,-2.8465601795465507,-5.219667954104324,0.2167289579814645,2.5061191484628846,-0.5123219307464968,8.007034143759318,-1.5605846588322325,-5.195677168395794,2.4306094027306298,0.4525325424908838,5.61048086355422,-4.526539367011862,-6.924938021534572,0.0,GradientBoosting,KDTree,0.5,1.0,0.1 linear
1.961220070778317,-4.829205224487229,-0.937884277225968,2.0475194901808433,6.0158391176643375,-8.07878064572519,0.42661086048076124,1.6169060687217316,0.7087462599253338,-2.1938665883468893,0.6704877860245497,0.6640282100688402,4.178831978253434,-1.6460214357496439,0.1896249652045498,-5.444587979459483,0.0,GradientBoosting,KDTree,0.5,1.0,1 binary
2.8472734404266413,-12.205325628577066,-0.8392084628774936,-0.8984319453989593,-0.5191473350871322,-0.5722098282198593,-0.5523752314967499,1.0738836643661103,0.249603542074176,2.4557572482095344,-16.69490959694744,0.6996417511643171,-0.012400438545212084,0.4431018720959756,-0.1465349997340827,-3.4043833744859335,0.0,TensorFLow,gradient,0.5,1.0,1 linear
-0.07775456442507012,-4.952565015638408,-0.3886812434148221,0.06178901516510116,-0.3293978583240619,-1.4997719983348885,0.8083159632876277,-0.11714187365968982,0.019534953825847957,-4.694567059727806,-2.0551496933350033,-0.4889214205805445,-0.107701600161283,-0.3238732546414299,-0.04591793578216736,-2.904825600061351,0.0,TensorFLow,gradient,0.8,0.2,1 linear
0.0,-11.236411150958164,0.0,0.0,0.0,-8.720823739563754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1410081854345275,0.0,TensorFLow,random,0.5,1.0,0.1 linear
0.0,-5.824575194256218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.365303591553535,0.0,0.0,0.0,-1.688746094735951,0.0,GradientBoosting,random,0.5,1.0,0.1 linear
0.0,-12.07698704431046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6422021757017764,0.0,TensorFLow,random,0.5,1.0,0.1 linear
