,duration1,duration10,duration11,duration2,duration3,duration4,duration12,duration14,duration5,duration6,duration7,duration8,duration9,duration13,duration15,critical_path,baseline_duration,actual_duration
44,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
45,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
46,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
47,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
48,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
49,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
50,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
51,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
52,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
53,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
54,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
55,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
56,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
57,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
58,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
59,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
60,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
61,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
62,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
63,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
64,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
65,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
66,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
67,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
68,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
69,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
70,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
71,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
72,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
73,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
74,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
75,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
76,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
77,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
78,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
79,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
80,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
81,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
82,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
83,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
84,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
85,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
86,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
87,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
88,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
89,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
90,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
91,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
92,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
93,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
94,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
95,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
96,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
97,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
98,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
99,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
100,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
101,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
102,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
103,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
104,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
105,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
106,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
107,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
108,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
109,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
110,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
111,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
112,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
113,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
114,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
115,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
116,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
117,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
118,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
119,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
120,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
121,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
122,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
123,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
124,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
125,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
126,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
127,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
128,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
129,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
130,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
131,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
132,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
133,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
134,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
135,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
136,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
137,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
138,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
139,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
140,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
141,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
142,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
143,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
144,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
145,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
146,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
147,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
148,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
149,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
150,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
151,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
152,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
153,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
154,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
155,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
156,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
157,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
158,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
159,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
160,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
161,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
162,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
163,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
164,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
165,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
166,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
167,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
168,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
169,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
170,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
171,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
172,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
173,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
174,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
175,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
176,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
177,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
178,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
179,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
180,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
181,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
182,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
183,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
184,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
185,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
186,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
187,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
188,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
189,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
190,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
191,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
192,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
193,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
194,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
195,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
196,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
197,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
198,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
199,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
200,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
201,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
202,2416,2200,2192,2296,2656,2328,48,128,1768,2328,2272,1872,1328,0,0,"[3, 11, 14, 15]",4360.533333333335,4976
